,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
39,641730,5036473,4758369,3539894,1127833,4584658,673766,1916720,1923723,2131024,1852644,438603,1989595,2033316,2170765,1459341,1806872,1880167,1846551,1853553,\N,1299094,\N,1056813,1202795,\N,\N,\N,\N,\N,1300992,\N,\N,\N,\N,1837543,1754597,826292,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1058467,\N,\N,\N,\N,\N,3405058,1408512,\N,\N,824021,1406965,1490997,1197917,\N,\N,\N,\N,\N,\N,\N,1490363,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
40,\N,\N,\N,1275360,\N,\N,\N,\N,1272092,2843556,1518059,\N,\N,\N,\N,\N,\N,\N,\N,1299094,3536469,3975854,\N,\N,1272092,\N,3540877,4565775,3051222,\N,3053227,3976411,\N,7522501,7147652,6789868,4571475,3109186,7192738,6334273,6477701,6110037,6458474,6307979,3745019,6134071,1202795,\N,\N,4835045,\N,824021,1197917,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1293314,872088,2250442,1973933,972742,449930,288482,933717,248853,1642560,897413,1962639,5125039,3672475,4762301,\N,\N,1296163,2252204,290243,917120,249634,1644932,\N,1489374,\N,1512360,326753,1340568,1233703,\N,1612853,239622,2629282,1089439,413170
41,\N,\N,1750302,476297,\N,\N,834219,1872099,1460117,1094184,3909626,339258,1140860,\N,\N,200621,845935,473881,1357300,1141684,397237,938652,2245964,824263,150759,4077708,752597,4081552,691478,1281780,860393,1038878,2255539,1299094,314658,1454117,1153469,\N,\N,\N,444840,2281101,665372,816840,1386409,1308396,\N,2219775,602068,\N,1028557,1239420,\N,\N,1892087,1088130,1059003,\N,2808396,\N,\N,524024,625391,1511880,\N,1295446,\N,561341,265246,449980,3893701,\N,1267630,1459705,389179,1055299,1275360,\N,1556091,681428,887206,612428,565604,1426088,\N,\N,673335,3164868,3536469,642936,922628,1433090,\N,\N,4836650,841195,\N,\N,\N,\N
42,1323058,1334395,707734,1179857,1175973,611503,2752211,4619609,256320,1795124,1056813,1312561,\N,1271971,807717,525621,1416697,1756692,755664,2003399,\N,588246,\N,\N,706211,1384265,1603825,1202795,937352,\N,952083,4190346,965233,1248028,2916164,1134717,1121951,\N,502879,5805627,\N,1684047,3094170,1901981,648818,869743,709444,1555948,935064,\N,4101982,3457426,4048764,1583596,384017,1114010,\N,686978,\N,4265691,3975854,1096419,978772,3925641,3661354,5020827,\N,3041656,3997289,3511984,804124,926754,\N,\N,\N,1574621,4285673,426060,731741,517029,1268284,2790480,361356,\N,\N,361467,495407,1171604,1952538,1528728,\N,1484435,750393,447988,1508386,2205348,2841714,1811155,1065193,1890127
43,2116122,324173,992479,1338457,811262,1230776,193948,885391,1615614,1281959,1067468,1964246,2109521,1007274,835648,1399064,702841,241115,1149285,1571179,948046,1660106,1373690,888321,710723,379340,1081671,589003,743265,410693,440193,841064,1441193,3264098,1440253,1115673,1354140,2639103,2353124,543677,\N,1755843,\N,\N,1558137,1253794,5794582,1446358,1173381,\N,1551041,1835099,349615,4390101,4830949,341776,\N,2104475,2238607,1418797,\N,\N,1147503,898454,3816709,476021,290666,228464,678858,841274,1869314,1087477,551023,1458781,457169,658721,642413,1519016,1125223,1095040,841612,825412,336652,1783746,486700,3361848,1614877,663745,338045,1150373,1179052,1140399,304114,412684,197288,961030,843907,564344,473285,1551823
44,1309247,1227609,1234612,1350789,788359,406050,541787,1136919,232378,780043,763735,1190712,396184,757167,994493,1032503,1039505,1872913,3286644,937489,1250884,303501,911107,3644416,891155,1563189,1233095,759906,1869799,1666475,352588,712828,2242639,953865,666346,819495,568764,149061,748755,1281534,441307,1442793,837083,\N,753796,4496278,834669,1907774,1528059,418421,1031606,1774557,593741,1657203,1311604,1096487,3143014,3534419,1076535,986631,1453734,771415,625422,717238,1133519,1304926,515656,951949,466512,\N,813954,844850,1681065,3828360,2643486,583670,1477741,1116634,793680,862791,312614,691546,1278547,857035,307824,1001916,1117877,1040496,838070,821870,389091,4324760,873232,396093,1414830,1363924,1780204,1858123,3358306,2257345
45,1909695,1999634,2881705,2865397,1763983,1450189,848717,\N,1300992,1528236,1841424,\N,2550791,2549851,774270,1837543,1569291,1971332,3000840,314469,870418,257108,1464527,953218,1818981,396524,877317,897668,\N,\N,1155886,738120,2220512,997020,816609,195854,1069336,840454,1398920,1155628,591854,848438,1171707,1076749,458642,829329,1149907,307772,\N,966422,1308201,790168,542971,235445,991583,309297,568962,4896370,423873,855803,307583,826916,1999960,1853744,945736,729679,404561,716213,704288,964327,2181689,\N,261194,\N,760626,237504,\N,941160,1097657,1017718,1033246,809963,2057295,\N,470060,690335,1585648,1004542,534191,3229638,3670485,540664,988235,\N,1386163,\N,203386,1204694,1860866,768878
46,434931,1178546,3570874,1216530,2209945,561307,656584,738124,663335,1079616,1712058,2811179,1252024,\N,\N,\N,1654039,1156062,452046,1119677,2105215,3804935,\N,930079,3183713,656146,423760,466533,\N,1173573,\N,1323386,1051741,993564,848926,549815,2088196,3745641,2327898,1388347,321867,613264,569738,3753654,3841120,\N,2656245,853719,976811,677663,1884873,1465269,414011,826380,1386233,828953,916488,386771,448094,364893,724502,2280694,401857,714090,1285318,661333,690644,814761,\N,1389249,\N,1032557,959821,\N,1918156,3496257,1308107,2334991,2212347,408238,1803709,2898714,1323214,600090,1933189,1027736,1029080,1776981,2177853,2053075,2060077,2781077,1284219,2360937,1235795,1085536,1890210,372576,1086722,1057188
47,248498,919475,563561,866507,1942829,2248928,1170926,532132,463335,523298,624299,1506903,772861,443419,\N,1291918,593060,235616,1205759,1996898,946533,557059,941704,911704,262646,1093363,1170658,1586665,915070,449193,328677,1690929,780999,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1263486,1464281,1013159,1812913,322900,1027710,\N,1064036,\N,807807,\N,422040,\N,3736452,1766141,\N,\N,1272092,\N,1657620,2043808,2660047,903653,1518059,1876426,3761866,2367861,1556129,1023406,347641,678968,976103,502419,136930,883049,1551210,4429856,457939,1210942,3337504,1190990,\N,1588028,746817,953246,1009232,1815359,2458497,1612036,290649,476874,1022352,784254,463796,615133,559332
48,1830991,1307233,1588908,1506778,1513780,2311329,\N,\N,1425765,\N,2842117,\N,\N,1440981,\N,344511,\N,656402,336604,\N,1228060,781802,1032873,908442,5464819,1097224,389100,2878891,2549755,\N,998739,\N,\N,2052778,\N,\N,\N,5280812,416077,\N,1208054,1505022,4108569,4549416,\N,6223761,\N,\N,1774398,4139322,2087399,1957074,2143359,\N,\N,\N,\N,1329504,594861,\N,4683866,184228,3921707,671619,\N,\N,\N,817425,568377,580442,4482395,2949502,1307721,1243090,\N,4631113,4720050,6407938,\N,3535176,\N,1591713,\N,\N,\N,440786,\N,1844915,\N,627335,3875141,818183,\N,670769,529618,1205943,3165109,4388803,3140203,3228628
49,\N,4110699,453529,\N,\N,3717554,2556659,2830963,2679183,2335611,3746460,1835776,700308,2039708,2083241,3622510,\N,3540877,2629257,3267755,\N,4835049,4581700,\N,\N,3647733,4749782,3535286,4328850,3674874,\N,2565621,1945851,4565775,\N,\N,\N,\N,3340540,4556945,\N,457234,\N,\N,5508724,2650008,4075359,\N,2932427,2974392,4424439,3125429,3051222,\N,596515,\N,1575593,629985,\N,\N,2505771,4122228,199662,1818098,611437,561224,5692901,1146554,643234,\N,\N,4099366,\N,2784294,2529487,635019,875140,537230,1173651,1239140,918630,1433331,\N,703180,1569549,1439064,338993,478823,639717,1178296,564366,1235625,765117,1040439,886944,1075726,998978,396665,2862206,2547839
50,1807982,982055,2337238,2060343,1203318,911565,1172431,2660555,977829,1186556,1512587,1169289,1973176,1781963,1791195,383815,2094965,1422081,1524109,1940389,2141443,1096285,2018308,1312820,602426,1986905,650121,490672,824991,575942,563757,2055803,1315286,1221592,1924864,1570215,424101,1852480,1184935,1353388,598443,801498,1133717,\N,840395,1372099,689435,237050,976923,1319428,201442,1125609,1332689,985039,1200753,2644312,1977434,2037669,773011,698934,1710741,710031,1816771,1959068,949167,1118505,2096516,1558711,4382118,1457932,1858803,\N,2000781,1805919,1592541,1772303,3718418,4082813,1779305,\N,\N,2039730,1321048,3056621,2017896,2462027,2309159,1252421,1591582,1003447,1215613,1888007,1392312,\N,3746991,2080165,1178371,764934,1172166,433404
51,668357,611464,1067711,771483,1413939,1761004,775350,1172354,904494,746391,2557035,2928636,1793098,773339,1318395,1299813,604479,896136,1220445,1207318,1175096,2480600,1177577,255314,1798295,1215833,384228,1058467,\N,2207240,\N,2087645,4431250,2094647,\N,3405058,\N,2810464,\N,\N,\N,1309655,625209,575613,1425294,2014635,547954,\N,1266371,654425,534628,808015,524454,827808,735993,1408712,719362,1364735,669765,1526053,423597,2193861,1932741,854738,1972921,451211,1968143,\N,5126882,\N,1830430,456115,1890514,898886,2116657,1737833,1374899,712323,375285,749662,1430643,2354740,2242183,229156,1524458,1788866,1615540,\N,407862,1194982,1879577,1241546,4658141,1141080,319013,1128717,1786453,1450373,1568405,871747
52,264368,396205,1091483,1923863,408699,1919478,2856233,1098637,372314,924868,2249909,533668,450443,960629,1587937,330855,1692290,1769500,1872036,1021634,509201,960486,479039,1023721,2393280,1964079,1216845,2680051,3120898,1248976,1947771,\N,688913,237725,1140305,699526,2535410,675834,1298420,2884489,553394,536911,828092,428311,1934165,1894346,\N,1275603,606475,636428,2079213,2798856,1889616,2636880,679227,1383296,1621362,3041370,919508,1939736,389002,1953100,1620290,137034,2762740,3196054,1997899,810223,1147975,2695939,3187930,3217566,2003056,3041522,3096413,829619,1748139,2559417,1119171,2618059,1012650,1551063,1039644,2003223,1219016,2015082,2899871,761594,1479698,1939968,1485365,755117,1304836,1705708,2143844,3053227,2142904,602717,1894674,2792661
53,589414,1413832,1252929,1096621,705014,594395,1182581,\N,\N,1380910,1640454,1276116,1931006,1602213,1860697,1156253,2022016,2307193,606808,1515730,2478143,1053478,\N,1197917,\N,513471,463875,\N,3205105,\N,1332043,1315735,\N,894438,3302583,632901,2247418,3510872,2550968,938901,1116974,595569,602572,1255855,2075309,953842,2102615,1985194,\N,4189181,3806525,4688596,1573880,2798162,\N,1229241,966230,1250896,\N,958359,930375,185457,1888709,642556,3466811,2907568,3161321,\N,3914324,633013,2631059,1083472,1130741,655286,678652,281791,1120308,\N,470439,420728,674588,654636,1595479,1225112,1379063,\N,464739,501479,1610389,3073187,3041025,773614,1062150,1685475,1241098,918091,1081523,1075179,648403,1003515
54,1140964,484847,755738,4727790,814134,1051460,1284637,1007245,816751,3743940,4115541,823753,1006256,1205611,1929881,638690,3435582,1076774,136885,382072,871150,894097,847621,989826,569883,576886,1218796,1948161,563034,317077,829410,706436,847365,1554838,549846,576440,560132,1615072,136664,935705,1869661,1683606,2084478,1818216,2055194,2687701,3457987,3745454,4494151,200658,3196009,2001513,1217134,1579578,2314014,2950380,1882347,1173859,1387361,1998793,487877,2114038,383885,1390181,1308051,1315053,1112296,319929,801450,607506,683533,566183,1244250,1224297,1388513,1137895,\N,3668035,4263641,\N,3761147,\N,\N,3745019,\N,4633743,1818275,1820857,\N,2695985,\N,\N,\N,2006149,1302241,1346329,244905,\N,3976411,\N
55,3831953,3847809,\N,\N,4729880,610194,\N,3550493,3194578,781363,\N,1298883,1195089,\N,1095579,514155,977917,3924122,557905,3223067,1223577,974722,4776046,3040479,2119045,892020,2640692,547635,3817998,681944,1123503,3364681,666159,414773,\N,3287984,354989,715327,955524,669344,4782052,2641967,3362268,847949,1972568,2657823,365975,1277442,3499679,1806954,1324124,1032309,868706,2973209,1175206,465368,919292,784152,\N,2368846,350768,2457121,467088,3539894,701192,1142039,1127833,1019531,1713039,3745459,2480802,1178882,2193061,859461,2004592,2795907,1181979,1931667,1517719,1060074,2252292,1230955,3465431,1078952,285352,3076591,1062512,2955693,1083444,1078026,3440085,319491,829746,1217196,2116854,1364724,1194090,504367,1223726,2724447
56,1047682,1117555,2117250,1955465,1267329,365395,287141,1568655,1398044,3998095,3173758,642229,3049356,1178443,1049867,3522635,3107187,1128312,2111249,804233,1923723,923305,582219,841564,1594567,1574615,828342,2115451,970965,1574071,677145,438603,422295,1742371,424314,734064,1668020,1481965,1882837,1616575,1846551,4106847,1853553,2486061,1077695,514863,1268213,1452531,1122384,1954363,2789706,2618763,1270156,412122,1006472,361099,359747,820431,1185153,1539913,284971,360250,493072,1170300,1111796,1371141,1038674,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,1202795,\N,\N,\N,\N,\N,\N,1490997,1197917,\N,1490363,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N
57,1202795,\N,\N,\N,\N,4108569,2143359,4110699,2143844,1197917,\N,1490363,1387474,857756,102362,396830,302894,2255539,1316754,302483,1453426,1121878,1296109,1558218,1786651,1852986,1331859,1135790,463431,1259852,4884443,2112529,\N,729849,923169,1907774,976218,167719,550922,2656663,620276,141540,389221,402071,2257345,1473395,1123786,1299554,1559750,1857558,1137602,1262835,2112608,4144067,1909695,169766,4147912,2660225,1216961,1072254,1999634,2043893,1404711,1878549,3283147,644588,995258,1771972,2546369,1613239,2771184,1714948,1255618,1696465,2865397,4903009,1548759,973254,2962325,2616303,1603871,1763983,1661418,1242363,1534872,1450189,2040300,1091603,859530,1997407,2782731,1412697,832475,1616937,2768386,3189655,1771621,1828010,2131175,2033591
58,2723130,5087186,848717,1671980,1334116,2986332,2137784,1213444,1072936,1999960,890934,954349,2052727,1372531,1875202,3279923,1943741,303042,641305,408373,993172,1769841,2539708,185870,1609974,2765463,930669,1560070,1244319,1833911,1630587,1711309,1090673,1252296,1698542,141534,573712,2862206,1543600,3977676,968226,1794774,2960873,1559034,1580850,1662969,2611511,1582659,1599727,1199885,1263300,1761004,1658535,1240627,1537576,1450373,2034774,1087753,859445,\N,\N,3490878,4069048,1996650,1040245,2775920,5289949,\N,1400917,282864,302551,831044,185806,4949976,\N,1614138,707417,3186548,1834923,1938858,1769122,1824219,2113738,2037935,847949,1680300,408227,289411,4109363,1329334,\N,\N,3020182,2984907,1633282,1737217,1316290,1331505,731900,923398
59,976822,948838,1943302,1087652,1664922,1262487,707950,1938763,1735439,1463323,2131953,1462721,550700,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,\N,743759,928605,1293546,2143358,2188586,554619,264029,2270793,1317954,2062930,569517,676233,1670011,\N,1512360,1612853,1750302,1094184,1140860,938652,4077708,860393,1038878,2255539,1153469,1028557,1267630,887206,565604,3164868,3536469,1433090,\N,1334395,707734,1175973,1312561,1756692,755664,\N,1384265,937352,952083,1248028,2916164,1121951,\N,648818,869743,935064,3457426,1583596,686978,3975854,\N,926754,731741,1508386,2781767,1453426,926445,528863,1811155,1800972,2806129,2770838,2852847,1615614,526452,1964246,1464835,1244147,1046647,2927290,948046,972053
60,1113221,866075,1279242,1115673,771166,889156,1691210,1139680,1311085,1755843,666681,1049428,2104475,1593922,603646,2211954,1933573,874330,435903,3002135,552540,1095040,\N,2515983,523417,1114847,660866,611178,608474,702148,652830,5138685,764864,2660205,825412,1722053,929142,952441,404840,3895445,4286399,\N,1443673,1139061,1465586,705688,1817226,\N,363765,3666094,427791,\N,594611,812545,486700,577573,1717513,4226782,2623369,983023,\N,3361848,1336100,1514190,1140399,1048381,739098,1617262,1687779,895705,1461699,709494,2112529,546027,700598,874356,1228228,937489,651702,588409,3571922,694117,856807,569742,333961,1043741,412661,511569,524803,553279,902845,803847,329386,441346,3394003,2767443,1999998,1023520,857035,762464
61,1586022,1040496,1261896,1662968,748766,681586,2257345,1857558,2662638,2022142,4144067,1771972,1714948,1255618,1696465,973254,2962325,1603871,1661418,1450189,2040300,1091603,859530,1614499,2821542,1412697,1771621,1478869,2723130,848717,1887183,1671980,2986332,1455980,347393,557454,2243487,1155886,829329,3670485,434931,1327284,3353950,875289,1395895,1273471,2098273,687806,1029080,2135820,1721171,1891090,2336946,1379124,3773315,4848454,\N,428963,929110,1940775,1964782,1769841,738550,1168160,1263486,267672,2324409,1738139,1661413,364125,413098,1641181,1529422,542076,2720061,2355528,2533714,713062,1309172,1566255,1731933,542117,735713,1905167,2902398,1912994,338908,2504041,1590262,826298,542183,949931,2642600,1121456,1483186,581939,1135141,883049,951537,1711309
62,2946549,790166,1588028,1612036,405501,2121675,1843295,4577873,1913812,730603,1118467,559332,1174873,3165109,2074532,434993,3893146,1252296,2356512,2945457,453529,2832865,2890412,877993,486557,4352171,3746460,729405,528686,2053766,1835776,700308,914349,429045,3741568,673978,3540877,1698542,2531702,457234,3279111,3336658,596515,4986728,765575,511504,1034356,1436101,1433331,737113,1295704,1680494,525194,578280,553447,1332689,1737982,901778,968226,790292,2203465,2644312,2037669,810670,908752,698934,1373258,2859431,1852848,2934776,2895616,409460,2061676,1988190,710031,\N,1816771,1959068,949167,1118505,2096516,1929630,1440399,1615688,872419,2960873,1572040,1592541,1840491,1122871,\N,1881307,1321048,2017896,2462027,1060075,1252421,1594243,3454266,1591582
63,2030262,1003447,1888007,1392312,\N,1632089,2144147,1317557,1172166,1799821,1466071,1079568,772379,1591597,873873,1138280,1463056,544396,1226218,588186,4567448,1599727,545502,433404,1273277,1168980,1727140,1118914,1132984,1191948,2829404,3270252,1297186,1020291,\N,810876,1877145,866638,1636419,668357,1462564,3428775,1278432,755829,3188286,1428627,3404701,1239030,2808106,732711,\N,1554965,1286376,969704,2104476,3345408,1907206,494615,3342396,3440886,3470522,2256011,3294478,477815,1901152,1089662,2789285,1466066,943780,2557035,1318395,860910,1342402,709133,1636374,2281059,2217444,1309655,1719706,1266389,4691798,1263976,1658535,2335458,2888213,3329060,907688,2014635,547954,1602101,2932456,2241965,3221993,3499695,602164,2038642,1830430,1450373,699526,2535410
64,675834,553394,3175819,2636880,829619,755117,787185,1815872,806707,2034774,2097975,1658548,1378708,542454,2749121,1372332,1057886,1455772,1600763,2905846,1086682,1081893,3929274,2025427,876969,594395,3439538,2586283,655829,1380910,2134053,325827,1087753,732659,1791240,1279617,820725,760489,2605126,678984,1605466,364158,938901,365127,1255855,1430624,953842,1996650,3410761,1043153,3080368,1250896,2776952,1877908,2143908,1599528,1244024,3782842,672646,2907568,1400917,3770302,1905822,486756,1188991,543469,2045860,3769786,582346,1153699,589404,1120308,429300,1595479,734378,1665996,596313,4350928,2034107,1554748,4750894,3777535,815910,648403,853480,484847,1006256,1285196,4554926,1076774,871150,1672256,3086367,1992413,970387,935705,1716288,1660982,2106982,3457987
65,4234747,1769122,2387084,527814,2530500,581156,907151,2052576,3345282,744639,1579578,2622409,2671455,440973,1459208,338689,2052678,2198934,1882347,1909639,1387361,1570387,1450746,1906354,683533,981908,1388513,493210,4458530,2113738,1818275,3345498,3223058,1290130,2291185,2006149,1346329,1183152,3976411,2037935,3452046,3509593,4794663,2066423,840479,557905,743197,3364681,701192,2262060,3862820,1181979,1230955,1364724,1267329,1892713,914451,642229,1238122,827521,1178443,703664,1680300,438992,2933372,649055,588965,663977,1858285,923305,523518,1335162,694667,1021408,1329334,1020052,841564,1949107,740262,2564574,2970326,408190,481032,603204,828342,1085830,820347,677620,1450029,1322911,1449121,1652291,2062438,734064,2033316,973200,1514647,1689936,1668020,1589761
66,688640,427683,1596074,1616575,1914739,2063763,1905341,2041929,1084108,4919714,3478299,1665830,2104510,1077695,1912040,4995059,\N,1656123,1111110,673172,819429,2788188,1340115,\N,\N,\N,\N,1010645,1913716,1785976,1650556,2868499,2925202,2216423,2072582,1220853,1159867,1032127,896707,1708215,2872162,2008517,2492545,2488018,1782657,2436041,2882698,2043401,2645656,2265845,2910819,2770626,1869362,3053461,2035789,1602876,1467265,533131,2519413,2611122,1975958,1235365,1178280,2606908,3064093,1058246,1948546,2794352,2565133,2903055,1980016,2624190,2555193,2419774,2004675,1576280,2492069,2169808,3246820,2472822,1949096,1984056,1453330,2155226,2169348,1598402,1813660,1015622,2173401,1780100,1351705,945412,929277,2432827,2489530,2226653,2098913,2082778,1378068,1329698
67,1340913,1624618,1480743,2875235,2931937,2302614,2340391,2212651,2196516,1945815,1810395,2049090,1423205,1402382,871655,2644502,2478275,2960470,2944335,633894,1715695,1221802,1157172,1667320,2506633,1385741,2265143,2222850,2638334,2622199,2913806,1200980,1933052,1805311,1789176,2768396,2556421,3068229,834199,1865914,1871152,3055309,3096555,2040042,2023907,1079312,943893,1155904,1094918,967178,831758,2031424,1603029,1445237,\N,\N,\N,\N,\N,2181411,2053671,1918251,1603483,1865720,1463996,1035600,2060689,1402757,2927950,2074532,537372,1577217,2140356,1968194,1018688,1351357,2491829,1328866,1311669,2937074,2301248,1422102,2449280,635614,1717506,2282113,2527671,834577,1874586,3097774,1604489,\N,1866669,1035965,2143823,2444770,1216694,2575200,2258933,799321
68,1544658,2717517,3327886,1725769,2749834,729405,2947368,817384,2243809,2250228,624690,2128405,1987195,1404551,\N,1125909,1073192,1680993,1492831,1660821,1510883,1383142,1367007,1574334,2143174,1672312,1536893,2444672,1217237,1122666,2518003,2574705,2014495,1998360,2610818,2288557,797017,1971093,1542698,1012826,1200869,\N,1103694,1241103,1455472,872828,1259423,1174450,2114849,1357282,2508801,2320075,2184655,1913554,1159075,2230465,1625762,2327281,1932167,1094445,2178844,2058536,1516101,2007881,2175652,1987175,1973794,1900118,1964227,1234521,1923243,1227962,2608522,2718729,2006605,1878864,1786690,1032211,2551884,946922,2103601,2200418,1962220,2966076,2638388,1805304,2041747,1093489,967581,\N,2051980,1679918,1389237,1672032,2018272,2317041,1881018,2048788,1270257,1860311
